Date,Region,Category,Sales,Inventory,Promo_Flag,Holiday_Flag
2023-01-18,South,Clothing,271,314,1,0
2023-01-18,South,Home_Appliances,126,175,0,0
2023-01-18,East,Electronics,135,75,0,0
2023-01-18,East,Furniture,141,124,0,0
2023-01-18,East,Clothing,198,160,0,0
2023-01-18,East,Home_Appliances,134,108,0,0
2023-01-18,West,Electronics,87,106,0,0
2023-01-18,West,Furniture,201,114,0,0
2023-01-18,West,Clothing,119,84,0,0
2023-01-18,West,Home_Appliances,170,151,0,0
2023-01-19,North,Electronics,47,94,0,0
2023-01-19,North,Furniture,147,141,0,0
2023-01-19,North,Clothing,220,299,0,0
2023-01-19,North,Home_Appliances,80,107,0,0
2023-01-19,South,Electronics,214,135,0,0
2023-01-19,South,Furniture,67,71,0,0
2023-01-19,South,Clothing,186,169,0,0
2023-01-19,South,Home_Appliances,188,218,0,0
2023-01-19,East,Electronics,136,177,1,0
2023-01-19,East,Furniture,84,99,0,0
2023-01-19,East,Clothing,175,228,0,0
2023-01-19,East,Home_Appliances,203,219,0,0
2023-01-19,West,Electronics,126,167,0,0
2023-01-19,West,Furniture,158,203,0,0
2023-01-19,West,Clothing,83,82,0,0
2023-01-19,West,Home_Appliances,210,211,0,0
2023-01-20,North,Electronics,111,95,0,0
2023-01-20,North,Furniture,131,96,0,0
2023-01-20,North,Clothing,135,139,0,0
2023-01-20,North,Home_Appliances,200,236,0,0
2023-01-20,South,Electronics,68,93,0,0
2023-01-20,South,Furniture,170,229,0,0
2023-01-20,South,Clothing,75,47,0,0
2023-01-20,South,Home_Appliances,85,76,0,0
2023-01-20,East,Electronics,194,150,0,0
2023-01-20,East,Furniture,154,154,0,0
2023-01-20,East,Clothing,85,110,0,0
2023-01-20,East,Home_Appliances,72,95,0,0
2023-01-20,West,Electronics,200,273,0,0
2023-01-20,West,Furniture,83,95,0,0
2023-01-20,West,Clothing,76,118,0,0
2023-01-20,West,Home_Appliances,60,48,0,0
2023-01-21,North,Electronics,233,152,0,0
2023-01-21,North,Furniture,322,502,1,0
2023-01-21,North,Clothing,256,124,0,0
2023-01-21,North,Home_Appliances,235,231,0,0
2023-01-21,South,Electronics,147,188,0,0
2023-01-21,South,Furniture,148,208,0,0
2023-01-21,South,Clothing,157,100,0,0
2023-01-21,South,Home_Appliances,207,205,0,0
2023-01-21,East,Electronics,168,178,0,0
2023-01-21,East,Furniture,261,173,0,0
2023-01-21,East,Clothing,142,73,0,0
2023-01-21,East,Home_Appliances,168,266,0,0
2023-01-21,West,Electronics,159,84,0,0
2023-01-21,West,Furniture,225,264,0,0
2023-01-21,West,Clothing,110,94,0,0
2023-01-21,West,Home_Appliances,170,202,0,0
2023-01-22,North,Electronics,236,277,0,0
2023-01-22,North,Furniture,161,169,0,0
2023-01-22,North,Clothing,264,285,0,0
2023-01-22,North,Home_Appliances,177,244,0,0
2023-01-22,South,Electronics,102,78,0,0
2023-01-22,South,Furniture,113,149,0,0
2023-01-22,South,Clothing,361,425,1,0
2023-01-22,South,Home_Appliances,245,176,0,0
2023-01-22,East,Electronics,185,221,0,0
2023-01-22,East,Furniture,383,476,1,0
2023-01-22,East,Clothing,150,169,0,0
2023-01-22,East,Home_Appliances,210,239,0,0
2023-01-22,West,Electronics,219,155,0,0
2023-01-22,West,Furniture,80,65,0,0
2023-01-22,West,Clothing,186,127,0,0
2023-01-22,West,Home_Appliances,168,163,0,0
2023-01-23,North,Electronics,193,156,0,0
2023-01-23,North,Furniture,62,38,0,0
2023-01-23,North,Clothing,67,86,0,0
2023-01-23,North,Home_Appliances,131,190,0,0
2023-01-23,South,Electronics,117,141,1,0
2023-01-23,South,Furniture,298,165,1,0
2023-01-23,South,Clothing,164,256,0,0
2023-01-23,South,Home_Appliances,156,136,0,0
2023-01-23,East,Electronics,90,116,0,0
2023-01-23,East,Furniture,163,96,0,0
2023-01-23,East,Clothing,123,139,0,0
2023-01-23,East,Home_Appliances,127,115,0,0
2023-01-23,West,Electronics,66,84,0,0
2023-01-23,West,Furniture,183,165,0,0
2023-01-23,West,Clothing,147,102,0,0
2023-01-23,West,Home_Appliances,324,417,1,0
2023-01-24,North,Electronics,92,74,0,0
2023-01-24,North,Furniture,119,174,0,0
2023-01-24,North,Clothing,198,279,0,0
2023-01-24,North,Home_Appliances,145,87,0,0
2023-01-24,South,Electronics,142,210,0,0
2023-01-24,South,Furniture,148,150,0,0
2023-01-24,South,Clothing,129,183,0,0
2023-01-24,South,Home_Appliances,119,73,1,0
2023-01-24,East,Electronics,180,129,0,0
2023-01-24,East,Furniture,85,53,0,0
2023-01-24,East,Clothing,118,177,0,0
2023-01-24,East,Home_Appliances,203,206,0,0
2023-01-24,West,Electronics,154,207,0,0
2023-01-24,West,Furniture,255,186,1,0
2023-01-24,West,Clothing,101,59,0,0
2023-01-24,West,Home_Appliances,86,120,0,0
2023-01-25,North,Electronics,179,259,0,0
2023-01-25,North,Furniture,231,275,0,0
2023-01-25,North,Clothing,98,117,0,0
2023-01-25,North,Home_Appliances,117,78,0,0
2023-01-25,South,Electronics,116,161,0,0
2023-01-25,South,Furniture,224,159,0,0
2023-01-25,South,Clothing,100,122,0,0
2023-01-25,South,Home_Appliances,138,134,0,0
2023-01-25,East,Electronics,195,126,0,0
2023-01-25,East,Furniture,203,320,0,0
2023-01-25,East,Clothing,107,64,0,0
2023-01-25,East,Home_Appliances,73,87,0,0
2023-01-25,West,Electronics,168,230,0,0
2023-01-25,West,Furniture,137,121,1,0
2023-01-25,West,Clothing,189,189,0,0
2023-01-25,West,Home_Appliances,80,57,0,0
2023-01-26,North,Electronics,98,76,0,0
2023-01-26,North,Furniture,247,320,1,0
2023-01-26,North,Clothing,137,135,0,0
2023-01-26,North,Home_Appliances,206,216,0,0
2023-01-26,South,Electronics,168,164,0,0
2023-01-26,South,Furniture,146,197,0,0
2023-01-26,South,Clothing,192,181,0,0
2023-01-26,South,Home_Appliances,76,67,0,0
2023-01-26,East,Electronics,162,103,0,0
2023-01-26,East,Furniture,53,51,0,0
2023-01-26,East,Clothing,311,272,1,0
2023-01-26,East,Home_Appliances,92,67,0,0
2023-01-26,West,Electronics,115,135,0,0
2023-01-26,West,Furniture,103,101,0,0
2023-01-26,West,Clothing,145,171,0,0
2023-01-26,West,Home_Appliances,177,163,0,0
2023-01-27,North,Electronics,158,79,0,0
2023-01-27,North,Furniture,144,100,1,0
2023-01-27,North,Clothing,173,165,1,0
2023-01-27,North,Home_Appliances,143,113,0,0
2023-01-27,South,Electronics,129,112,0,0
2023-01-27,South,Furniture,102,71,0,0
2023-01-27,South,Clothing,214,211,0,0
2023-01-27,South,Home_Appliances,159,222,0,0
2023-01-27,East,Electronics,123,101,0,0
2023-01-27,East,Furniture,54,70,0,0
2023-01-27,East,Clothing,58,83,0,0
2023-01-27,East,Home_Appliances,117,67,0,0
2023-01-27,West,Electronics,221,262,0,0
2023-01-27,West,Furniture,175,226,0,0
2023-01-27,West,Clothing,100,126,0,0
2023-01-27,West,Home_Appliances,215,256,0,0
2023-01-28,North,Electronics,89,119,0,0
2023-01-28,North,Furniture,218,233,0,0
2023-01-28,North,Clothing,201,185,0,0
2023-01-28,North,Home_Appliances,246,237,0,0
2023-01-28,South,Electronics,74,102,0,0
2023-01-28,South,Furniture,206,126,0,0
2023-01-28,South,Clothing,300,319,1,0
2023-01-28,South,Home_Appliances,87,88,0,0
2023-01-28,East,Electronics,256,179,0,0
2023-01-28,East,Furniture,183,272,0,0
2023-01-28,East,Clothing,163,156,0,0
2023-01-28,East,Home_Appliances,116,110,0,0
2023-01-28,West,Electronics,74,45,0,0
2023-01-28,West,Furniture,171,131,0,0
2023-01-28,West,Clothing,235,287,0,0
2023-01-28,West,Home_Appliances,226,185,0,0
2023-01-29,North,Electronics,77,85,0,0
2023-01-29,North,Furniture,233,155,0,0
2023-01-29,North,Clothing,102,147,0,0
2023-01-29,North,Home_Appliances,188,110,0,0
2023-01-29,South,Electronics,124,109,0,0
2023-01-29,South,Furniture,179,235,0,0
2023-01-29,South,Clothing,137,120,0,0
2023-01-29,South,Home_Appliances,115,122,0,0
2023-01-29,East,Electronics,79,98,0,0
2023-01-29,East,Furniture,125,151,0,0
2023-01-29,East,Clothing,352,378,1,0
2023-01-29,East,Home_Appliances,309,305,1,0
2023-01-29,West,Electronics,105,150,0,0
2023-01-29,West,Furniture,95,111,0,0
2023-01-29,West,Clothing,148,235,0,0
2023-01-29,West,Home_Appliances,255,362,0,0
2023-01-30,North,Electronics,88,83,0,0
2023-01-30,North,Furniture,170,127,0,0
2023-01-30,North,Clothing,181,184,0,0
2023-01-30,North,Home_Appliances,149,114,0,0
2023-01-30,South,Electronics,311,185,1,0
2023-01-30,South,Furniture,71,45,0,0
2023-01-30,South,Clothing,147,109,0,0
2023-01-30,South,Home_Appliances,170,83,0,0
2023-01-30,East,Electronics,180,225,0,0
2023-01-30,East,Furniture,158,214,0,0
2023-01-30,East,Clothing,72,118,0,0
2023-01-30,East,Home_Appliances,187,241,0,0
2023-01-30,West,Electronics,90,75,0,0
2023-01-30,West,Furniture,108,157,0,0
2023-01-30,West,Clothing,177,221,0,0
2023-01-30,West,Home_Appliances,163,109,0,0
2023-01-31,North,Electronics,156,121,0,0
2023-01-31,North,Furniture,69,83,0,0
2023-01-31,North,Clothing,181,211,0,0
2023-01-31,North,Home_Appliances,113,70,0,0
2023-01-31,South,Electronics,118,85,0,0
2023-01-31,South,Furniture,191,235,0,0
2023-01-31,South,Clothing,175,148,0,0
2023-01-31,South,Home_Appliances,130,185,0,0
2023-01-31,East,Electronics,83,74,0,0
2023-01-31,East,Furniture,65,82,0,0
2023-01-31,East,Clothing,72,72,0,0
2023-01-31,East,Home_Appliances,229,150,0,0
2023-01-31,West,Electronics,141,122,0,0
2023-01-31,West,Furniture,110,52,1,0
2023-01-31,West,Clothing,121,87,0,0
2023-01-31,West,Home_Appliances,211,128,0,0
2023-02-01,North,Electronics,47,65,0,0
2023-02-01,North,Furniture,91,73,0,0
2023-02-01,North,Clothing,46,66,0,0
2023-02-01,North,Home_Appliances,138,195,0,0
2023-02-01,South,Electronics,144,123,0,0
2023-02-01,South,Furniture,178,237,0,0
2023-02-01,South,Clothing,166,184,1,0
2023-02-01,South,Home_Appliances,235,326,1,0
2023-02-01,East,Electronics,148,157,0,0
2023-02-01,East,Furniture,114,71,0,0
2023-02-01,East,Clothing,141,104,0,0
2023-02-01,East,Home_Appliances,256,148,1,0
2023-02-01,West,Electronics,225,140,0,0
2023-02-01,West,Furniture,218,243,0,0
2023-02-01,West,Clothing,72,103,0,0
2023-02-01,West,Home_Appliances,226,214,0,0
2023-02-02,North,Electronics,164,207,0,0
2023-02-02,North,Furniture,78,69,0,0
2023-02-02,North,Clothing,117,75,0,0
2023-02-02,North,Home_Appliances,217,173,0,0
2023-02-02,South,Electronics,127,90,0,0
2023-02-02,South,Furniture,83,69,0,0
2023-02-02,South,Clothing,156,119,0,0
2023-02-02,South,Home_Appliances,64,66,0,0
2023-02-02,East,Electronics,106,123,0,0
2023-02-02,East,Furniture,155,132,0,0
2023-02-02,East,Clothing,93,105,0,0
2023-02-02,East,Home_Appliances,208,145,0,0
2023-02-02,West,Electronics,143,159,0,0
2023-02-02,West,Furniture,177,263,0,0
2023-02-02,West,Clothing,221,200,0,0
2023-02-02,West,Home_Appliances,226,145,0,0
2023-02-03,North,Electronics,223,303,0,0
2023-02-03,North,Furniture,207,202,0,0
2023-02-03,North,Clothing,202,255,0,0
2023-02-03,North,Home_Appliances,76,43,0,0
2023-02-03,South,Electronics,222,136,0,0
2023-02-03,South,Furniture,172,101,0,0
2023-02-03,South,Clothing,222,237,0,0
2023-02-03,South,Home_Appliances,172,157,0,0
2023-02-03,East,Electronics,71,62,0,0
2023-02-03,East,Furniture,173,260,0,0
2023-02-03,East,Clothing,152,141,0,0
2023-02-03,East,Home_Appliances,355,333,1,0
2023-02-03,West,Electronics,226,152,0,0
2023-02-03,West,Furniture,148,130,0,0
2023-02-03,West,Clothing,76,69,0,0
2023-02-03,West,Home_Appliances,127,101,0,0
2023-02-04,North,Electronics,229,264,1,0
2023-02-04,North,Furniture,253,321,0,0
2023-02-04,North,Clothing,186,238,0,0
2023-02-04,North,Home_Appliances,258,268,0,0
2023-02-04,South,Electronics,286,367,0,0
2023-02-04,South,Furniture,268,150,0,0
2023-02-04,South,Clothing,142,80,0,0
2023-02-04,South,Home_Appliances,149,151,0,0
2023-02-04,East,Electronics,283,281,0,0
2023-02-04,East,Furniture,105,130,0,0
2023-02-04,East,Clothing,151,207,0,0
2023-02-04,East,Home_Appliances,101,63,0,0
2023-02-04,West,Electronics,250,234,0,0
2023-02-04,West,Furniture,199,288,0,0
2023-02-04,West,Clothing,249,288,0,0
2023-02-04,West,Home_Appliances,275,273,0,0
2023-02-05,North,Electronics,185,94,0,0
2023-02-05,North,Furniture,358,496,1,0
2023-02-05,North,Clothing,218,311,0,0
2023-02-05,North,Home_Appliances,104,117,0,0
2023-02-05,South,Electronics,82,67,0,0
2023-02-05,South,Furniture,131,164,0,0
2023-02-05,South,Clothing,94,134,0,0
2023-02-05,South,Home_Appliances,280,186,0,0
2023-02-05,East,Electronics,264,211,0,0
2023-02-05,East,Furniture,176,264,1,0
2023-02-05,East,Clothing,214,187,0,0
2023-02-05,East,Home_Appliances,204,205,0,0
2023-02-05,West,Electronics,181,145,0,0
2023-02-05,West,Furniture,295,338,1,0
2023-02-05,West,Clothing,241,344,0,0
2023-02-05,West,Home_Appliances,128,198,0,0
2023-02-06,North,Electronics,250,281,0,0
2023-02-06,North,Furniture,221,154,0,0
2023-02-06,North,Clothing,95,133,0,0
2023-02-06,North,Home_Appliances,168,196,0,0
2023-02-06,South,Electronics,140,145,0,0
2023-02-06,South,Furniture,253,207,1,0
2023-02-06,South,Clothing,154,171,0,0
2023-02-06,South,Home_Appliances,188,276,0,0
2023-02-06,East,Electronics,92,89,0,0
2023-02-06,East,Furniture,172,127,0,0
2023-02-06,East,Clothing,193,195,0,0
2023-02-06,East,Home_Appliances,213,218,0,0
2023-02-06,West,Electronics,177,209,0,0
2023-02-06,West,Furniture,216,268,0,0
2023-02-06,West,Clothing,91,90,1,0
2023-02-06,West,Home_Appliances,97,45,0,0
2023-02-07,North,Electronics,161,198,0,0
2023-02-07,North,Furniture,216,278,0,0
2023-02-07,North,Clothing,151,101,0,0
2023-02-07,North,Home_Appliances,116,128,0,0
2023-02-07,South,Electronics,196,101,0,0
2023-02-07,South,Furniture,131,139,0,0
2023-02-07,South,Clothing,220,104,0,0
2023-02-07,South,Home_Appliances,114,81,0,0
2023-02-07,East,Electronics,183,266,0,0
2023-02-07,East,Furniture,179,164,0,0
2023-02-07,East,Clothing,158,163,0,0
2023-02-07,East,Home_Appliances,59,88,0,0
2023-02-07,West,Electronics,120,170,0,0
2023-02-07,West,Furniture,173,201,0,0
2023-02-07,West,Clothing,109,168,0,0
2023-02-07,West,Home_Appliances,237,280,0,0
2023-02-08,North,Electronics,67,39,0,0
2023-02-08,North,Furniture,120,161,0,0
2023-02-08,North,Clothing,113,92,0,0
2023-02-08,North,Home_Appliances,123,95,0,0
